id,input,output,example_id
4946," seats = [[""."",""#""],                [""#"",""#""],                [""#"","".""],                [""#"",""#""],                [""."",""#""]]", 3," 2:
"
4946," seats = [[""#"",""."",""."",""."",""#""],                [""."",""#"",""."",""#"","".""],                [""."",""."",""#"",""."","".""],                [""."",""#"",""."",""#"","".""],                [""#"",""."",""."",""."",""#""]]", 10," 3:
"
4947," seats = [[""#"",""."",""#"",""#"",""."",""#""],                [""."",""#"",""#"",""#"",""#"","".""],                [""#"",""."",""#"",""#"",""."",""#""]]", 4," 1:
"
4947," seats = [[""."",""#""],                [""#"",""#""],                [""#"","".""],                [""#"",""#""],                [""."",""#""]]", 3," 2:
"
4947," seats = [[""#"",""."",""."",""."",""#""],                [""."",""#"",""."",""#"","".""],                [""."",""."",""#"",""."","".""],                [""."",""#"",""."",""#"","".""],                [""#"",""."",""."",""."",""#""]]", 10," 3:
"
4948," seats = [[""#"",""."",""#"",""#"",""."",""#""],                [""."",""#"",""#"",""#"",""#"","".""],                [""#"",""."",""#"",""#"",""."",""#""]]", 4," 1:
"
4948," seats = [[""."",""#""],                [""#"",""#""],                [""#"","".""],                [""#"",""#""],                [""."",""#""]]", 3," 2:
"
4948," seats = [[""#"",""."",""."",""."",""#""],                [""."",""#"",""."",""#"","".""],                [""."",""."",""#"",""."","".""],                [""."",""#"",""."",""#"","".""],                [""#"",""."",""."",""."",""#""]]", 10," 3:
"
4949," seats = [[""#"",""."",""#"",""#"",""."",""#""],                [""."",""#"",""#"",""#"",""#"","".""],                [""#"",""."",""#"",""#"",""."",""#""]]", 4," 1:
"
4949," seats = [[""."",""#""],                [""#"",""#""],                [""#"","".""],                [""#"",""#""],                [""."",""#""]]", 3," 2:
"
4949," seats = [[""#"",""."",""."",""."",""#""],                [""."",""#"",""."",""#"","".""],                [""."",""."",""#"",""."","".""],                [""."",""#"",""."",""#"","".""],                [""#"",""."",""."",""."",""#""]]", 10," 3:
"
4950," grid = [[4,3,2,-1],[3,2,1,-1],[1,1,-1,-2],[-1,-1,-2,-3]]", 8," 1:
"
4950," grid = [[3,2],[1,0]]", 0," 2:
"
4950," grid = [[1,-1],[-1,-1]]", 3," 3:
"
4950, grid = [[-1]], 1," 4:
"
4951," grid = [[4,3,2,-1],[3,2,1,-1],[1,1,-1,-2],[-1,-1,-2,-3]]", 8," 1:
"
4951," grid = [[3,2],[1,0]]", 0," 2:
"
4951," grid = [[1,-1],[-1,-1]]", 3," 3:
"
4951, grid = [[-1]], 1," 4:
"
4952," grid = [[4,3,2,-1],[3,2,1,-1],[1,1,-1,-2],[-1,-1,-2,-3]]", 8," 1:
"
4952," grid = [[3,2],[1,0]]", 0," 2:
"
4952," grid = [[1,-1],[-1,-1]]", 3," 3:
"
4952, grid = [[-1]], 1," 4:
"
4953," grid = [[4,3,2,-1],[3,2,1,-1],[1,1,-1,-2],[-1,-1,-2,-3]]", 8," 1:
"
4953," grid = [[3,2],[1,0]]", 0," 2:
"
4953," grid = [[1,-1],[-1,-1]]", 3," 3:
"
4953, grid = [[-1]], 1," 4:
"
4958," events = [[1,2],[2,3],[3,4]]", 3," 1:
"
4958," events= [[1,2],[2,3],[3,4],[1,2]]", 4," 2:
"
4958," events = [[1,4],[4,4],[2,2],[3,4],[1,1]]", 4," 3:
"
4958," events = [[1,100000]]", 1," 4:
"
4958," events = [[1,1],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7]]", 7," 5:
"
4959," events = [[1,2],[2,3],[3,4]]", 3," 1:
"
4959," events= [[1,2],[2,3],[3,4],[1,2]]", 4," 2:
"
4959," events = [[1,4],[4,4],[2,2],[3,4],[1,1]]", 4," 3:
"
4959," events = [[1,100000]]", 1," 4:
"
4959," events = [[1,1],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7]]", 7," 5:
"
4960," events = [[1,2],[2,3],[3,4]]", 3," 1:
"
4960," events= [[1,2],[2,3],[3,4],[1,2]]", 4," 2:
"
4960," events = [[1,4],[4,4],[2,2],[3,4],[1,1]]", 4," 3:
"
4960," events = [[1,100000]]", 1," 4:
"
4960," events = [[1,1],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7]]", 7," 5:
"
4961," events = [[1,2],[2,3],[3,4]]", 3," 1:
"
4961," events= [[1,2],[2,3],[3,4],[1,2]]", 4," 2:
"
4961," events = [[1,4],[4,4],[2,2],[3,4],[1,1]]", 4," 3:
"
4961," events = [[1,100000]]", 1," 4:
"
4961," events = [[1,1],[1,2],[1,3],[1,4],[1,5],[1,6],[1,7]]", 7," 5:
"
4962," target = [9,3,5]", true," 1:
"
4962," target = [1,1,1,2]", false," 2:
"
4962," target = [8,5]", true," 3:
"
4963," target = [9,3,5]", true," 1:
"
4963," target = [1,1,1,2]", false," 2:
"
4963," target = [8,5]", true," 3:
"
4964," target = [9,3,5]", true," 1:
"
4964," target = [1,1,1,2]", false," 2:
"
4964," target = [8,5]", true," 3:
"
4965," target = [9,3,5]", true," 1:
"
4965," target = [1,1,1,2]", false," 2:
"
4965," target = [8,5]", true," 3:
"
4966," arr = [0,1,2,3,4,5,6,7,8]"," [0,1,2,4,8,3,5,6,7]Explantion: [0] is the only integer with 0 bits.[1,2,4,8] all have 1 bit.[3,5,6] have 2 bits.[7] has 3 bits.The sorted array by bits is [0,1,2,4,8,3,5,6,7]"," 1:
"
4966," arr = [1024,512,256,128,64,32,16,8,4,2,1]"," [1,2,4,8,16,32,64,128,256,512,1024]Explantion: All integers have 1 bit in the binary representation, you should just sort them in ascending order."," 2:
"
4966," arr = [10000,10000]"," [10000,10000]"," 3:
"
4966," arr = [2,3,5,7,11,13,17,19]"," [2,3,5,17,7,11,13,19]"," 4:
"
4966," arr = [10,100,1000,10000]"," [10,100,10000,1000]"," 5:
"
4967," arr = [0,1,2,3,4,5,6,7,8]"," [0,1,2,4,8,3,5,6,7]Explantion: [0] is the only integer with 0 bits.[1,2,4,8] all have 1 bit.[3,5,6] have 2 bits.[7] has 3 bits.The sorted array by bits is [0,1,2,4,8,3,5,6,7]"," 1:
"
4967," arr = [1024,512,256,128,64,32,16,8,4,2,1]"," [1,2,4,8,16,32,64,128,256,512,1024]Explantion: All integers have 1 bit in the binary representation, you should just sort them in ascending order."," 2:
"
4967," arr = [10000,10000]"," [10000,10000]"," 3:
"
4967," arr = [2,3,5,7,11,13,17,19]"," [2,3,5,17,7,11,13,19]"," 4:
"
4967," arr = [10,100,1000,10000]"," [10,100,10000,1000]"," 5:
"
4968," arr = [0,1,2,3,4,5,6,7,8]"," [0,1,2,4,8,3,5,6,7]Explantion: [0] is the only integer with 0 bits.[1,2,4,8] all have 1 bit.[3,5,6] have 2 bits.[7] has 3 bits.The sorted array by bits is [0,1,2,4,8,3,5,6,7]"," 1:
"
4968," arr = [1024,512,256,128,64,32,16,8,4,2,1]"," [1,2,4,8,16,32,64,128,256,512,1024]Explantion: All integers have 1 bit in the binary representation, you should just sort them in ascending order."," 2:
"
4968," arr = [10000,10000]"," [10000,10000]"," 3:
"
4968," arr = [2,3,5,7,11,13,17,19]"," [2,3,5,17,7,11,13,19]"," 4:
"
4968," arr = [10,100,1000,10000]"," [10,100,10000,1000]"," 5:
"
4969," arr = [0,1,2,3,4,5,6,7,8]"," [0,1,2,4,8,3,5,6,7]Explantion: [0] is the only integer with 0 bits.[1,2,4,8] all have 1 bit.[3,5,6] have 2 bits.[7] has 3 bits.The sorted array by bits is [0,1,2,4,8,3,5,6,7]"," 1:
"
4969," arr = [1024,512,256,128,64,32,16,8,4,2,1]"," [1,2,4,8,16,32,64,128,256,512,1024]Explantion: All integers have 1 bit in the binary representation, you should just sort them in ascending order."," 2:
"
4969," arr = [10000,10000]"," [10000,10000]"," 3:
"
4969," arr = [2,3,5,7,11,13,17,19]"," [2,3,5,17,7,11,13,19]"," 4:
"
4969," arr = [10,100,1000,10000]"," [10,100,10000,1000]"," 5:
"
4974," s = ""abcabc""", 10," 1:
"
4974," s = ""aaacb""", 3," 2:
"
4974," s = ""abc""", 1," 3:
"
4975," s = ""abcabc""", 10," 1:
"
4975," s = ""aaacb""", 3," 2:
"
4975," s = ""abc""", 1," 3:
"
4976," s = ""abcabc""", 10," 1:
"
4976," s = ""aaacb""", 3," 2:
"
4976," s = ""abc""", 1," 3:
"
4977," s = ""abcabc""", 10," 1:
"
4977," s = ""aaacb""", 3," 2:
"
4977," s = ""abc""", 1," 3:
"
4978, n = 1, 1," 1:
"
4978, n = 2, 6," 2:
"
4978, n = 3, 90," 3:
"
4979, n = 1, 1," 1:
"
4979, n = 2, 6," 2:
"
4979, n = 3, 90," 3:
"
4980, n = 1, 1," 1:
"
4980, n = 2, 6," 2:
"
4980, n = 3, 90," 3:
"
4981, n = 1, 1," 1:
"
4981, n = 2, 6," 2:
"
4981, n = 3, 90," 3:
"
4982," date1 = ""2019-06-29"", date2 = ""2019-06-30""", 1," 1:
"
4982," date1 = ""2020-01-15"", date2 = ""2019-12-31""", 15," 2:
"
4983," date1 = ""2019-06-29"", date2 = ""2019-06-30""", 1," 1:
"
4983," date1 = ""2020-01-15"", date2 = ""2019-12-31""", 15," 2:
"
4984," date1 = ""2019-06-29"", date2 = ""2019-06-30""", 1," 1:
"
4984," date1 = ""2020-01-15"", date2 = ""2019-12-31""", 15," 2:
"
4985," date1 = ""2019-06-29"", date2 = ""2019-06-30""", 1," 1:
"
4985," date1 = ""2020-01-15"", date2 = ""2019-12-31""", 15," 2:
"
4986," n = 4, leftChild = [1,-1,3,-1], rightChild = [2,-1,-1,-1]", true," 1:
"
4986," n = 4, leftChild = [1,-1,3,-1], rightChild = [2,3,-1,-1]", false," 2:
"
4986," n = 2, leftChild = [1,0], rightChild = [-1,-1]", false," 3:
"
4986," n = 6, leftChild = [1,-1,-1,4,-1,-1], rightChild = [2,-1,-1,5,-1,-1]", false," 4:
"
4987," n = 4, leftChild = [1,-1,3,-1], rightChild = [2,-1,-1,-1]", true," 1:
"
4987," n = 4, leftChild = [1,-1,3,-1], rightChild = [2,3,-1,-1]", false," 2:
"
4987," n = 2, leftChild = [1,0], rightChild = [-1,-1]", false," 3:
"
4987," n = 6, leftChild = [1,-1,-1,4,-1,-1], rightChild = [2,-1,-1,5,-1,-1]", false," 4:
"
4988," n = 4, leftChild = [1,-1,3,-1], rightChild = [2,-1,-1,-1]", true," 1:
"
4988," n = 4, leftChild = [1,-1,3,-1], rightChild = [2,3,-1,-1]", false," 2:
"
4988," n = 2, leftChild = [1,0], rightChild = [-1,-1]", false," 3:
"
4988," n = 6, leftChild = [1,-1,-1,4,-1,-1], rightChild = [2,-1,-1,5,-1,-1]", false," 4:
"
4989," n = 4, leftChild = [1,-1,3,-1], rightChild = [2,-1,-1,-1]", true," 1:
"
4989," n = 4, leftChild = [1,-1,3,-1], rightChild = [2,3,-1,-1]", false," 2:
"
4989," n = 2, leftChild = [1,0], rightChild = [-1,-1]", false," 3:
"
4989," n = 6, leftChild = [1,-1,-1,4,-1,-1], rightChild = [2,-1,-1,5,-1,-1]", false," 4:
"
4990, num = 8," [3,3]"," 1:
"
4990, num = 123," [5,25]"," 2:
"
4990, num = 999," [40,25]"," 3:
"
4991, num = 8," [3,3]"," 1:
"
4991, num = 123," [5,25]"," 2:
"
4991, num = 999," [40,25]"," 3:
"
4992, num = 8," [3,3]"," 1:
"
4992, num = 123," [5,25]"," 2:
"
4992, num = 999," [40,25]"," 3:
"
4993, num = 8," [3,3]"," 1:
"
4993, num = 123," [5,25]"," 2:
"
4993, num = 999," [40,25]"," 3:
"
4994," digits = [8,1,9]"," ""981"""," 1:
"
4994," digits = [8,6,7,1,0]"," ""8760"""," 2:
"
4994, digits = [1]," """""," 3:
"
4994," digits = [0,0,0,0,0,0]"," ""0"""," 4:
"
4995," digits = [8,1,9]"," ""981"""," 1:
"
4995," digits = [8,6,7,1,0]"," ""8760"""," 2:
"
4995, digits = [1]," """""," 3:
"
4995," digits = [0,0,0,0,0,0]"," ""0"""," 4:
"
4996," digits = [8,1,9]"," ""981"""," 1:
"
4996," digits = [8,6,7,1,0]"," ""8760"""," 2:
"
4996, digits = [1]," """""," 3:
"
4996," digits = [0,0,0,0,0,0]"," ""0"""," 4:
"
4997," digits = [8,1,9]"," ""981"""," 1:
"
4997," digits = [8,6,7,1,0]"," ""8760"""," 2:
"
4997, digits = [1]," """""," 3:
"
4997," digits = [0,0,0,0,0,0]"," ""0"""," 4:
"
4998," nums = [8,1,2,2,3]"," [4,0,1,1,3]"," 1:
"
4998," nums = [6,5,4,8]"," [2,1,0,3]"," 2:
"
4998," nums = [7,7,7,7]"," [0,0,0,0]"," 3:
"
4999," nums = [8,1,2,2,3]"," [4,0,1,1,3]"," 1:
"
4999," nums = [6,5,4,8]"," [2,1,0,3]"," 2:
"
4999," nums = [7,7,7,7]"," [0,0,0,0]"," 3:
"
5000," nums = [8,1,2,2,3]"," [4,0,1,1,3]"," 1:
"
5000," nums = [6,5,4,8]"," [2,1,0,3]"," 2:
"
5000," nums = [7,7,7,7]"," [0,0,0,0]"," 3:
"
5001," nums = [8,1,2,2,3]"," [4,0,1,1,3]"," 1:
"
5001," nums = [6,5,4,8]"," [2,1,0,3]"," 2:
"
5001," nums = [7,7,7,7]"," [0,0,0,0]"," 3:
"
5002," votes = [""ABC"",""ACB"",""ABC"",""ACB"",""ACB""]"," ""ACB"""," 1:
"
5002," votes = [""WXYZ"",""XYZW""]"," ""XWYZ"""," 2:
"
5002," votes = [""ZMNAGUEDSJYLBOPHRQICWFXTVK""]"," ""ZMNAGUEDSJYLBOPHRQICWFXTVK"""," 3:
"
5002," votes = [""BCA"",""CAB"",""CBA"",""ABC"",""ACB"",""BAC""]"," ""ABC"""," 4:
"
5002," votes = [""M"",""M"",""M"",""M""]"," ""M"""," 5:
"
5003," votes = [""ABC"",""ACB"",""ABC"",""ACB"",""ACB""]"," ""ACB"""," 1:
"
5003," votes = [""WXYZ"",""XYZW""]"," ""XWYZ"""," 2:
"
5003," votes = [""ZMNAGUEDSJYLBOPHRQICWFXTVK""]"," ""ZMNAGUEDSJYLBOPHRQICWFXTVK"""," 3:
"
5003," votes = [""BCA"",""CAB"",""CBA"",""ABC"",""ACB"",""BAC""]"," ""ABC"""," 4:
"
5003," votes = [""M"",""M"",""M"",""M""]"," ""M"""," 5:
"
5004," votes = [""ABC"",""ACB"",""ABC"",""ACB"",""ACB""]"," ""ACB"""," 1:
"
5004," votes = [""WXYZ"",""XYZW""]"," ""XWYZ"""," 2:
"
5004," votes = [""ZMNAGUEDSJYLBOPHRQICWFXTVK""]"," ""ZMNAGUEDSJYLBOPHRQICWFXTVK"""," 3:
"
5004," votes = [""BCA"",""CAB"",""CBA"",""ABC"",""ACB"",""BAC""]"," ""ABC"""," 4:
"
5004," votes = [""M"",""M"",""M"",""M""]"," ""M"""," 5:
"
5005," votes = [""ABC"",""ACB"",""ABC"",""ACB"",""ACB""]"," ""ACB"""," 1:
"
5005," votes = [""WXYZ"",""XYZW""]"," ""XWYZ"""," 2:
"
5005," votes = [""ZMNAGUEDSJYLBOPHRQICWFXTVK""]"," ""ZMNAGUEDSJYLBOPHRQICWFXTVK"""," 3:
"
5005," votes = [""BCA"",""CAB"",""CBA"",""ABC"",""ACB"",""BAC""]"," ""ABC"""," 4:
"
5005," votes = [""M"",""M"",""M"",""M""]"," ""M"""," 5:
"
5006," head = [4,2,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", true," 1:
"
5006," head = [1,4,2,6], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", true," 2:
"
5006," head = [1,4,2,6,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", false," 3:
"
5007," head = [4,2,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", true," 1:
"
5007," head = [1,4,2,6], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", true," 2:
"
5007," head = [1,4,2,6,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", false," 3:
"
5008," head = [4,2,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", true," 1:
"
5008," head = [1,4,2,6], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", true," 2:
"
5008," head = [1,4,2,6,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", false," 3:
"
5009," head = [4,2,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", true," 1:
"
5009," head = [1,4,2,6], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", true," 2:
"
5009," head = [1,4,2,6,8], root = [1,4,4,null,2,2,null,1,null,6,8,null,null,null,null,1,3]", false," 3:
"
5010," grid = [[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]", 3," 1:
"
5010," grid = [[1,1,3],[3,2,2],[1,1,4]]", 0," 2:
"
5010," grid = [[1,2],[4,3]]", 1," 3:
"
5010," grid = [[2,2,2],[2,2,2]]", 3," 4:
"
5010, grid = [[4]], 0," 5:
"
5011," grid = [[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]", 3," 1:
"
5011," grid = [[1,1,3],[3,2,2],[1,1,4]]", 0," 2:
"
5011," grid = [[1,2],[4,3]]", 1," 3:
"
5011," grid = [[2,2,2],[2,2,2]]", 3," 4:
"
5011, grid = [[4]], 0," 5:
"
5012," grid = [[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]", 3," 1:
"
5012," grid = [[1,1,3],[3,2,2],[1,1,4]]", 0," 2:
"
5012," grid = [[1,2],[4,3]]", 1," 3:
"
5012," grid = [[2,2,2],[2,2,2]]", 3," 4:
"
5012, grid = [[4]], 0," 5:
"
5013," grid = [[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]", 3," 1:
"
5013," grid = [[1,1,3],[3,2,2],[1,1,4]]", 0," 2:
"
5013," grid = [[1,2],[4,3]]", 1," 3:
"
5013," grid = [[2,2,2],[2,2,2]]", 3," 4:
"
5013, grid = [[4]], 0," 5:
"
5014," s = ""aaaabbbbcccc"""," ""abccbaabccba"""," 1:
"
5014," s = ""rat"""," ""art"""," 2:
"
5014," s = ""leetcode"""," ""cdelotee"""," 3:
"
5014," s = ""ggggggg"""," ""ggggggg"""," 4:
"
5014," s = ""spo"""," ""ops"""," 5:
"
5015," s = ""aaaabbbbcccc"""," ""abccbaabccba"""," 1:
"
5015," s = ""rat"""," ""art"""," 2:
"
5015," s = ""leetcode"""," ""cdelotee"""," 3:
"
5015," s = ""ggggggg"""," ""ggggggg"""," 4:
"
5015," s = ""spo"""," ""ops"""," 5:
"
5016," s = ""aaaabbbbcccc"""," ""abccbaabccba"""," 1:
"
5016," s = ""rat"""," ""art"""," 2:
"
5016," s = ""leetcode"""," ""cdelotee"""," 3:
"
5016," s = ""ggggggg"""," ""ggggggg"""," 4:
"
5016," s = ""spo"""," ""ops"""," 5:
"
5017," s = ""aaaabbbbcccc"""," ""abccbaabccba"""," 1:
"
5017," s = ""rat"""," ""art"""," 2:
"
5017," s = ""leetcode"""," ""cdelotee"""," 3:
"
5017," s = ""ggggggg"""," ""ggggggg"""," 4:
"
5017," s = ""spo"""," ""ops"""," 5:
"
5018," s = ""eleetminicoworoep""", 13," 1:
"
5018," s = ""leetcodeisgreat""", 5," 2:
"
5018," s = ""bcbcbc""", 6," 3:
"
5019," s = ""eleetminicoworoep""", 13," 1:
"
5019," s = ""leetcodeisgreat""", 5," 2:
"
5019," s = ""bcbcbc""", 6," 3:
"
5020," s = ""eleetminicoworoep""", 13," 1:
"
5020," s = ""leetcodeisgreat""", 5," 2:
"
5020," s = ""bcbcbc""", 6," 3:
"
5021," s = ""eleetminicoworoep""", 13," 1:
"
5021," s = ""leetcodeisgreat""", 5," 2:
"
5021," s = ""bcbcbc""", 6," 3:
"
5022," root = [1,null,1,1,1,null,null,1,1,null,1,null,null,null,1,null,1]", 3," 1:
"
5022," root = [1,1,1,null,1,null,null,1,1,null,1]", 4," 2:
"
5022, root = [1], 0," 3:
"
5023," root = [1,null,1,1,1,null,null,1,1,null,1,null,null,null,1,null,1]", 3," 1:
"
5023," root = [1,1,1,null,1,null,null,1,1,null,1]", 4," 2:
"
5023, root = [1], 0," 3:
"
5024," root = [1,null,1,1,1,null,null,1,1,null,1,null,null,null,1,null,1]", 3," 1:
"
5024," root = [1,1,1,null,1,null,null,1,1,null,1]", 4," 2:
"
5024, root = [1], 0," 3:
"
5025," root = [1,null,1,1,1,null,null,1,1,null,1,null,null,null,1,null,1]", 3," 1:
"
5025," root = [1,1,1,null,1,null,null,1,1,null,1]", 4," 2:
"
5025, root = [1], 0," 3:
"
5026," root = [1,4,3,2,4,2,5,null,null,null,null,null,null,4,6]", 20," 1:
"
5026," root = [4,3,null,1,2]", 2," 2:
"
5026," root = [-4,-2,-5]", 0," 3:
"
5026," root = [2,1,3]", 6," 4:
"
5026," root = [5,4,8,3,null,6,3]", 7," 5:
"
5027," root = [1,4,3,2,4,2,5,null,null,null,null,null,null,4,6]", 20," 1:
"
5027," root = [4,3,null,1,2]", 2," 2:
"
5027," root = [-4,-2,-5]", 0," 3:
"
5027," root = [2,1,3]", 6," 4:
"
5027," root = [5,4,8,3,null,6,3]", 7," 5:
"
5028," root = [1,4,3,2,4,2,5,null,null,null,null,null,null,4,6]", 20," 1:
"
5028," root = [4,3,null,1,2]", 2," 2:
"
5028," root = [-4,-2,-5]", 0," 3:
"
5028," root = [2,1,3]", 6," 4:
"
5028," root = [5,4,8,3,null,6,3]", 7," 5:
"
5029," root = [1,4,3,2,4,2,5,null,null,null,null,null,null,4,6]", 20," 1:
"
5029," root = [4,3,null,1,2]", 2," 2:
"
5029," root = [-4,-2,-5]", 0," 3:
"
5029," root = [2,1,3]", 6," 4:
"
5029," root = [5,4,8,3,null,6,3]", 7," 5:
"
5030, n = 4," ""pppz"""," 1:
"
5030, n = 2," ""xy"""," 2:
"
5030, n = 7," ""holasss"""," 3:
"
5031, n = 4," ""pppz"""," 1:
"
5031, n = 2," ""xy"""," 2:
"
5031, n = 7," ""holasss"""," 3:
"
5032, n = 4," ""pppz"""," 1:
"
5032, n = 2," ""xy"""," 2:
"
5032, n = 7," ""holasss"""," 3:
"
5033, n = 4," ""pppz"""," 1:
"
5033, n = 2," ""xy"""," 2:
"
5033, n = 7," ""holasss"""," 3:
"
5034," light = [2,1,3,5,4]", 3," 1:
"
5034," light = [3,2,4,1,5]", 2," 2:
"
5034," light = [4,1,2,3]", 1," 3:
"
5034," light = [2,1,4,3,6,5]", 3," 4:
"
5034," light = [1,2,3,4,5,6]", 6," 5:
"
5035," light = [2,1,3,5,4]", 3," 1:
"
5035," light = [3,2,4,1,5]", 2," 2:
"
5035," light = [4,1,2,3]", 1," 3:
"
5035," light = [2,1,4,3,6,5]", 3," 4:
"
5035," light = [1,2,3,4,5,6]", 6," 5:
"
5036," light = [2,1,3,5,4]", 3," 1:
"
5036," light = [3,2,4,1,5]", 2," 2:
"
5036," light = [4,1,2,3]", 1," 3:
"
5036," light = [2,1,4,3,6,5]", 3," 4:
"
5036," light = [1,2,3,4,5,6]", 6," 5:
"
5037," light = [2,1,3,5,4]", 3," 1:
"
5037," light = [3,2,4,1,5]", 2," 2:
"
5037," light = [4,1,2,3]", 1," 3:
"
5037," light = [2,1,4,3,6,5]", 3," 4:
"
5037," light = [1,2,3,4,5,6]", 6," 5:
"
5038," n = 1, headID = 0, manager = [-1], informTime = [0]", 0," 1:
"
5038," n = 6, headID = 2, manager = [2,2,-1,2,2,2], informTime = [0,0,1,0,0,0]", 1," 2:
"
5038," n = 7, headID = 6, manager = [1,2,3,4,5,6,-1], informTime = [0,6,5,4,3,2,1]", 21," 3:
"
5038," n = 15, headID = 0, manager = [-1,0,0,1,1,2,2,3,3,4,4,5,5,6,6], informTime = [1,1,1,1,1,1,1,0,0,0,0,0,0,0,0]", 3," 4:
"
5038," n = 4, headID = 2, manager = [3,3,-1,2], informTime = [0,0,162,914]", 1076," 5:
"
5039," n = 1, headID = 0, manager = [-1], informTime = [0]", 0," 1:
"
5039," n = 6, headID = 2, manager = [2,2,-1,2,2,2], informTime = [0,0,1,0,0,0]", 1," 2:
"
5039," n = 7, headID = 6, manager = [1,2,3,4,5,6,-1], informTime = [0,6,5,4,3,2,1]", 21," 3:
"
5039," n = 15, headID = 0, manager = [-1,0,0,1,1,2,2,3,3,4,4,5,5,6,6], informTime = [1,1,1,1,1,1,1,0,0,0,0,0,0,0,0]", 3," 4:
"
5039," n = 4, headID = 2, manager = [3,3,-1,2], informTime = [0,0,162,914]", 1076," 5:
"
5040," n = 1, headID = 0, manager = [-1], informTime = [0]", 0," 1:
"
5040," n = 6, headID = 2, manager = [2,2,-1,2,2,2], informTime = [0,0,1,0,0,0]", 1," 2:
"
5040," n = 7, headID = 6, manager = [1,2,3,4,5,6,-1], informTime = [0,6,5,4,3,2,1]", 21," 3:
"
5040," n = 15, headID = 0, manager = [-1,0,0,1,1,2,2,3,3,4,4,5,5,6,6], informTime = [1,1,1,1,1,1,1,0,0,0,0,0,0,0,0]", 3," 4:
"
5040," n = 4, headID = 2, manager = [3,3,-1,2], informTime = [0,0,162,914]", 1076," 5:
"
5041," n = 1, headID = 0, manager = [-1], informTime = [0]", 0," 1:
"
5041," n = 6, headID = 2, manager = [2,2,-1,2,2,2], informTime = [0,0,1,0,0,0]", 1," 2:
"
5041," n = 7, headID = 6, manager = [1,2,3,4,5,6,-1], informTime = [0,6,5,4,3,2,1]", 21," 3:
"
5041," n = 15, headID = 0, manager = [-1,0,0,1,1,2,2,3,3,4,4,5,5,6,6], informTime = [1,1,1,1,1,1,1,0,0,0,0,0,0,0,0]", 3," 4:
"
5041," n = 4, headID = 2, manager = [3,3,-1,2], informTime = [0,0,162,914]", 1076," 5:
"
5042," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 2, target = 4", 0.16666666666666666 ," 1:
"
5042," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 1, target = 7", 0.3333333333333333," 2:
"
5042," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 20, target = 6", 0.16666666666666666," 3:
"
5043," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 2, target = 4", 0.16666666666666666 ," 1:
"
5043," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 1, target = 7", 0.3333333333333333," 2:
"
5043," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 20, target = 6", 0.16666666666666666," 3:
"
5044," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 2, target = 4", 0.16666666666666666 ," 1:
"
5044," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 1, target = 7", 0.3333333333333333," 2:
"
5044," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 20, target = 6", 0.16666666666666666," 3:
"
5045," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 2, target = 4", 0.16666666666666666 ," 1:
"
5045," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 1, target = 7", 0.3333333333333333," 2:
"
5045," n = 7, edges = [[1,2],[1,3],[1,7],[2,4],[2,6],[3,5]], t = 20, target = 6", 0.16666666666666666," 3:
"
5046," tree = [7,4,3,null,null,6,19], target = 3", 3," 1:
"
5046," tree = [7], target =  7", 7," 2:
"
5046," tree = [8,null,6,null,5,null,4,null,3,null,2,null,1], target = 4", 4," 3:
"
